id	status	date	source
13910999	1	2018/12/13	android
13974172	0	2018/12/13	android
14000936	1	2018/12/14	android
14092134	0	2018/12/13	android
14108437	1	2018/12/13	android
14218459	1	2018/12/13	android
14348413	1	2018/12/13	android
14354674	1	2018/12/15	android
14582306	0	2018/12/13	android
14696665	0	2018/12/14	android
14747573	0	2018/12/12	IOS
14898969	1	2018/12/13	IOS
15119720	1	2018/12/14	android
15139402	1	2018/12/13	IOS
15240741	1	2018/12/13	android
15257999	1	2018/12/13	android
15557722	1	2018/12/15	android
15609930	1	2018/12/15	android
15785246	1	2018/12/13	android
16024053	1	2018/12/14	IOS
16664508	1	2018/12/14	android
16754396	1	2018/12/14	android
16906596	1	2018/12/15	android
16908732	1	2018/12/15	android
16972044	1	2018/12/13	android
16977576	1	2018/12/15	IOS
17128370	1	2018/12/15	IOS
17148992	1	2018/12/15	IOS
17229489	1	2018/12/13	android
17272664	1	2018/12/16	android
17346142	1	2018/12/14	android
17391470	1	2018/12/14	android
17477563	1	2018/12/13	IOS
17503127	1	2018/12/15	android
17630535	1	2018/12/14	android
17693529	1	2018/12/16	android
17899459	0	2018/12/14	android
17988269	1	2018/12/15	IOS
17988785	0	2018/12/13	android
18382220	1	2018/12/16	android
18382731	1	2018/12/14	android
18472179	1	2018/12/13	IOS
18509848	1	2018/12/16	android
18612227	1	2018/12/13	android
18915352	1	2018/12/15	android
18984369	1	2018/12/13	android
19006836	1	2018/12/13	IOS
19007784	1	2018/12/15	android
19241070	0	2018/12/15	android
19256470	0	2018/12/13	android
19271035	1	2018/12/15	android
19478681	1	2018/12/14	android
19583082	1	2018/12/14	android
19630423	1	2018/12/13	IOS
19697196	1	2018/12/13	android
19931586	1	2018/12/14	android
20002254	1	2018/12/14	IOS
20285975	1	2018/12/13	android
20461059	0	2018/12/14	IOS
20492214	0	2018/12/13	android
20514537	0	2018/12/14	android
20730355	1	2018/12/14	android
20812243	1	2018/12/15	IOS
20919044	1	2018/12/13	android
31675420	1	2018/12/13	android
31999134	1	2018/12/14	IOS
32000850	1	2018/12/15	android
32112882	1	2018/12/14	IOS
32134375	0	2018/12/15	android
32240998	0	2018/12/14	android
32292627	1	2018/12/13	android
32652212	1	2018/12/15	android
32811290	0	2018/12/14	android
32890149	1	2018/12/13	android
33208791	1	2018/12/15	android
33261929	0	2018/12/13	android
33502142	1	2018/12/15	IOS
33632197	0	2018/12/14	android
33947341	1	2018/12/16	android
34566925	1	2018/12/14	android
34576641	0	2018/12/13	IOS
34717773	1	2018/12/15	android
35486373	1	2018/12/15	android
35536564	1	2018/12/15	android
35608346	1	2018/12/13	android
35611446	0	2018/12/14	IOS
35893192	1	2018/12/13	android
36357131	1	2018/12/13	android
36542502	1	2018/12/13	android
36640686	1	2018/12/13	IOS
36696059	1	2018/12/13	IOS
36732479	1	2018/12/13	android
36853810	1	2018/12/12	IOS
36892301	1	2018/12/15	android
36943491	1	2018/12/13	android
36946599	0	2018/12/14	android
37088677	1	2018/12/14	android
37090091	1	2018/12/14	android
37112977	1	2018/12/16	IOS
37118796	1	2018/12/15	IOS
37193046	0	2018/12/13	IOS
37227354	1	2018/12/15	android
37248415	1	2018/12/14	IOS
37282216	1	2018/12/14	android
37573895	1	2018/12/15	android
37675649	1	2018/12/13	android
37901771	1	2018/12/13	android
37967822	1	2018/12/13	android
38107503	1	2018/12/14	android
38201745	1	2018/12/15	android
38487172	1	2018/12/15	android
38529302	1	2018/12/14	android
38641916	0	2018/12/14	android
38936379	1	2018/12/13	android
38959435	0	2018/12/13	android
38977235	1	2018/12/14	android
39176323	0	2018/12/15	android
39200478	0	2018/12/12	android
39290132	1	2018/12/13	android
39467592	0	2018/12/14	android
39479494	0	2018/12/13	android
39522786	1	2018/12/13	android
39573573	1	2018/12/15	android
39621627	1	2018/12/13	android
39633655	1	2018/12/15	android
39973629	0	2018/12/13	IOS
40045379	0	2018/12/13	android
40167767	1	2018/12/14	android
40206897	1	2018/12/13	android
40303883	1	2018/12/15	android
40416688	0	2018/12/14	android
40429206	0	2018/12/13	android
40608823	1	2018/12/13	IOS
40738095	1	2018/12/13	IOS
40829220	1	2018/12/15	android
40958840	1	2018/12/14	android
41022369	0	2018/12/14	android
41083312	1	2018/12/15	android
41110206	1	2018/12/15	IOS
41172323	0	2018/12/15	android
41242347	1	2018/12/16	android
41374709	1	2018/12/15	android
41401455	0	2018/12/13	IOS
41445563	1	2018/12/15	IOS
41473407	1	2018/12/13	android
41583448	0	2018/12/14	android
41650716	0	2018/12/14	IOS
41718664	1	2018/12/16	android
41733938	1	2018/12/13	android
41795850	1	2018/12/13	IOS
41939414	0	2018/12/14	android
42012201	1	2018/12/13	IOS
42037823	1	2018/12/15	android
42039989	1	2018/12/12	android
42122943	1	2018/12/13	android
42167266	0	2018/12/14	android
42247724	0	2018/12/13	IOS
42345676	0	2018/12/15	android
42370661	0	2018/12/13	android
42468021	1	2018/12/14	android
42517886	1	2018/12/15	IOS
42526234	0	2018/12/13	android
42526239	1	2018/12/13	android
42532502	1	2018/12/14	android
42619557	1	2018/12/13	IOS
42722334	0	2018/12/13	IOS
42723417	1	2018/12/14	android
42735408	1	2018/12/16	android
42888625	0	2018/12/14	android
42964568	1	2018/12/13	android
43002349	1	2018/12/14	android
43007834	1	2018/12/16	android
43024830	1	2018/12/13	android
43040439	1	2018/12/15	android
43256869	1	2018/12/16	android
43342460	1	2018/12/14	IOS
43357378	1	2018/12/13	android
43396365	1	2018/12/14	IOS
43426639	0	2018/12/14	android
43485587	1	2018/12/13	android
43499565	1	2018/12/14	android
43553532	1	2018/12/15	android
43588043	0	2018/12/13	android
43594443	0	2018/12/13	android
43715161	0	2018/12/15	IOS
43741320	1	2018/12/14	android
43755718	0	2018/12/15	android
43827615	1	2018/12/15	IOS
43998615	0	2018/12/13	IOS
44021531	1	2018/12/14	IOS
44046338	1	2018/12/14	android
44059854	1	2018/12/16	android
44195934	1	2018/12/13	android
44292150	0	2018/12/13	android
44344946	1	2018/12/13	android
44457076	1	2018/12/15	android
44546261	1	2018/12/16	android
44555864	1	2018/12/16	android
44621905	0	2018/12/15	android
44778689	1	2018/12/13	android
44781830	1	2018/12/14	android
44843055	1	2018/12/16	IOS
44853034	1	2018/12/13	android
44936973	0	2018/12/14	android
44980179	1	2018/12/14	android
44982153	1	2018/12/14	android
45029644	1	2018/12/13	android
45107822	1	2018/12/13	IOS
45109570	1	2018/12/13	android
45111092	1	2018/12/13	android
45126958	1	2018/12/13	android
45175402	1	2018/12/14	IOS
45185497	1	2018/12/14	android
2997913	0	2018/12/15	IOS
5075442	1	2018/12/15	IOS
5095823	1	2018/12/13	IOS
6014549	0	2018/12/13	android
8183820	0	2018/12/14	android
9280988	1	2018/12/13	android
9675088	0	2018/12/15	IOS
9684392	1	2018/12/15	android
9708208	1	2018/12/15	IOS
9721065	0	2018/12/12	IOS
9739067	0	2018/12/12	IOS
9739067	0	2018/12/12	IOS
9739067	0	2018/12/12	IOS
9739067	0	2018/12/12	IOS
9739067	0	2018/12/12	IOS
9739067	0	2018/12/12	IOS
9739067	0	2018/12/12	IOS
9739067	0	2018/12/12	IOS
9811116	1	2018/12/13	android
9816235	1	2018/12/13	android
9817355	1	2018/12/13	android
10068308	1	2018/12/16	IOS
10105268	0	2018/12/14	android
10159897	1	2018/12/15	android
10192632	0	2018/12/15	android
10218420	1	2018/12/15	android
10268843	1	2018/12/13	android
10318505	1	2018/12/16	IOS
10366247	1	2018/12/13	android
10405082	1	2018/12/13	android
10452517	1	2018/12/13	android
10480539	1	2018/12/13	IOS
10490763	0	2018/12/13	android
10520328	1	2018/12/13	android
10525523	0	2018/12/14	android
10568458	1	2018/12/16	android
10577839	1	2018/12/13	android
10626571	0	2018/12/14	android
10636743	1	2018/12/13	android
10645880	1	2018/12/14	android
10648942	1	2018/12/13	IOS
10694419	1	2018/12/16	android
10740557	0	2018/12/14	android
10965617	1	2018/12/12	IOS
10996213	1	2018/12/16	android
11203511	0	2018/12/14	android
11550927	1	2018/12/13	android
11584203	1	2018/12/13	android
11829112	0	2018/12/13	IOS
11870741	1	2018/12/13	android
11886642	1	2018/12/13	IOS
12151494	1	2018/12/13	IOS
12264253	1	2018/12/13	android
12376976	1	2018/12/15	android
12479993	1	2018/12/16	IOS
12603658	0	2018/12/12	android
12633649	1	2018/12/14	android
12765590	1	2018/12/13	android
12766603	1	2018/12/13	android
12817099	1	2018/12/13	android
13123973	0	2018/12/14	android
13218866	1	2018/12/14	android
13323083	1	2018/12/14	android
13381113	1	2018/12/13	IOS
13516363	0	2018/12/13	IOS
13980841	1	2018/12/14	IOS
14073324	1	2018/12/13	android
14152753	0	2018/12/15	android
14270964	1	2018/12/13	android
14383970	0	2018/12/14	android
14840321	1	2018/12/15	android
15071691	0	2018/12/14	android
15091788	0	2018/12/12	android
15122991	0	2018/12/13	android
15146395	0	2018/12/13	android
15242824	0	2018/12/13	android
15281331	1	2018/12/13	android
15408082	1	2018/12/16	IOS
15727406	1	2018/12/15	android
15779761	1	2018/12/14	android
15872592	1	2018/12/15	android
15900823	1	2018/12/13	android
15959647	0	2018/12/14	IOS
16004937	0	2018/12/12	android
16010062	1	2018/12/14	android
16213970	1	2018/12/14	android
16255215	1	2018/12/13	android
16259836	1	2018/12/13	android
16641683	1	2018/12/13	IOS
16648254	1	2018/12/12	android
17061088	1	2018/12/15	android
17194375	1	2018/12/13	IOS
17249293	1	2018/12/15	android
17259862	1	2018/12/13	android
17430336	1	2018/12/15	IOS
17451453	1	2018/12/13	android
17634352	1	2018/12/12	IOS
17636303	1	2018/12/14	android
17654782	1	2018/12/13	android
17908469	1	2018/12/13	IOS
17912918	0	2018/12/14	android
17999690	1	2018/12/13	android
18052963	1	2018/12/14	android
18076658	0	2018/12/12	android
18114506	0	2018/12/13	android
18229051	1	2018/12/13	android
18473375	1	2018/12/13	IOS
18751048	1	2018/12/12	android
18841017	1	2018/12/14	android
19027534	0	2018/12/13	android
19280945	0	2018/12/14	android
19421154	1	2018/12/15	android
19443617	0	2018/12/13	android
19471779	1	2018/12/12	IOS
19480957	1	2018/12/13	android
19784998	1	2018/12/13	android
19944480	1	2018/12/14	android
20377217	1	2018/12/14	android
20400813	1	2018/12/14	IOS
20511406	1	2018/12/14	android
20586912	1	2018/12/15	android
20736588	1	2018/12/15	IOS
20813660	1	2018/12/15	android
20856678	1	2018/12/13	android
31361907	1	2018/12/15	android
31419310	1	2018/12/13	android
31652560	0	2018/12/13	android
31902277	1	2018/12/14	android
31912864	1	2018/12/13	IOS
32036490	1	2018/12/13	android
32068933	1	2018/12/13	IOS
32098482	0	2018/12/13	IOS
32103554	1	2018/12/13	android
32155707	1	2018/12/13	android
32169118	1	2018/12/13	IOS
32516598	0	2018/12/15	android
32641305	1	2018/12/13	android
32898743	1	2018/12/13	android
33004563	1	2018/12/14	android
33231651	1	2018/12/14	android
33383746	1	2018/12/16	android
33520745	1	2018/12/16	IOS
33644582	0	2018/12/12	android
33738439	1	2018/12/16	android
33900274	1	2018/12/15	android
34105570	0	2018/12/15	android
34108795	1	2018/12/14	android
34133666	0	2018/12/13	android
34565609	1	2018/12/13	android
35283208	1	2018/12/13	android
35386847	1	2018/12/16	android
35514803	0	2018/12/13	android
36508909	0	2018/12/15	android
36680114	0	2018/12/14	android
36732897	1	2018/12/15	android
36796177	1	2018/12/14	android
36888211	0	2018/12/13	android
36938572	0	2018/12/14	android
37002785	1	2018/12/14	IOS
37151888	0	2018/12/14	android
37297598	0	2018/12/13	android
37342065	1	2018/12/13	android
37566869	1	2018/12/14	android
37638256	0	2018/12/12	IOS
37688050	1	2018/12/12	android
37755618	1	2018/12/13	android
37804353	1	2018/12/14	IOS
37820943	1	2018/12/15	android
38083628	1	2018/12/13	android
38228311	1	2018/12/13	android
38243498	0	2018/12/14	android
38428627	1	2018/12/14	android
38476893	1	2018/12/13	IOS
38572051	1	2018/12/15	android
38597438	1	2018/12/15	android
38704222	1	2018/12/16	android
38762130	1	2018/12/13	IOS
39125928	0	2018/12/15	android
39367601	1	2018/12/13	android
39674938	1	2018/12/13	IOS
39682629	1	2018/12/14	android
39752040	1	2018/12/14	android
39786990	1	2018/12/16	android
39835010	1	2018/12/13	android
39950547	1	2018/12/13	android
39968532	1	2018/12/13	IOS
40019378	1	2018/12/15	android
40149142	0	2018/12/13	android
40160459	1	2018/12/13	android
40204157	0	2018/12/14	android
40266889	1	2018/12/12	android
40367949	1	2018/12/14	android
40429865	1	2018/12/12	android
40544419	1	2018/12/13	android
40583472	1	2018/12/12	android
40702413	1	2018/12/16	android
40750702	0	2018/12/13	android
40905639	0	2018/12/15	android
40984872	0	2018/12/13	android
40997917	1	2018/12/16	android
41219239	1	2018/12/13	android
41224802	1	2018/12/14	IOS
41229231	1	2018/12/14	android
41508879	0	2018/12/13	android
41540907	1	2018/12/12	android
41674982	1	2018/12/14	android
41751160	0	2018/12/13	android
41820056	1	2018/12/13	android
42039407	0	2018/12/12	android
42062632	1	2018/12/13	android
42163279	0	2018/12/12	IOS
42189789	1	2018/12/13	IOS
42331345	0	2018/12/15	android
42371547	1	2018/12/15	android
42389354	1	2018/12/13	android
42507184	0	2018/12/15	android
42634750	1	2018/12/15	android
42698620	0	2018/12/13	android
42756281	1	2018/12/16	android
42824568	0	2018/12/14	android
43026057	0	2018/12/13	android
43206196	1	2018/12/12	android
43210671	1	2018/12/14	android
43213690	1	2018/12/13	android
43267232	1	2018/12/14	android
43369656	1	2018/12/15	android
43491835	1	2018/12/13	android
43564674	0	2018/12/13	android
43605183	1	2018/12/16	android
43625393	1	2018/12/14	IOS
43626659	1	2018/12/14	android
43802429	0	2018/12/13	android
43825579	1	2018/12/13	IOS
43950916	1	2018/12/16	android
43964126	0	2018/12/15	android
44025123	1	2018/12/13	android
44084892	1	2018/12/13	android
44209638	0	2018/12/13	android
44277081	1	2018/12/13	IOS
44303398	1	2018/12/14	android
44349870	1	2018/12/13	IOS
44357703	1	2018/12/14	android
44387250	1	2018/12/14	android
44477973	0	2018/12/12	android
44515582	0	2018/12/13	android
44526153	1	2018/12/13	IOS
44605522	1	2018/12/12	android
44708259	1	2018/12/13	android
44719807	1	2018/12/14	android
44726651	1	2018/12/15	IOS
44780682	1	2018/12/14	IOS
44782522	1	2018/12/14	android
44840356	1	2018/12/12	android
44845474	1	2018/12/15	android
44876136	1	2018/12/16	IOS
44979116	1	2018/12/14	android
44985577	1	2018/12/13	android
45094602	1	2018/12/13	android
45096187	1	2018/12/15	android
45133968	1	2018/12/13	android
45144127	1	2018/12/13	android
45161162	1	2018/12/14	android
45163044	1	2018/12/14	android
45178303	1	2018/12/14	IOS
45181590	1	2018/12/14	android
45193131	1	2018/12/14	android
45202382	1	2018/12/15	IOS
45202551	1	2018/12/14	android
3153001	1	2018/12/16	android
4563762	0	2018/12/16	android
5821178	1	2018/12/14	IOS
6433138	1	2018/12/18	IOS
7270946	1	2018/12/13	android
9604735	1	2018/12/14	android
9647067	1	2018/12/17	android
9648940	1	2018/12/12	IOS
9669870	1	2018/12/17	android
9691264	1	2018/12/13	IOS
9715014	0	2018/12/17	android
9719050	1	2018/12/14	android
9741909	1	2018/12/15	android
9781092	0	2018/12/13	android
9792615	1	2018/12/13	android
9798280	1	2018/12/15	android
9807838	0	2018/12/17	IOS
9867370	1	2018/12/14	IOS
9921217	1	2018/12/17	android
9991325	0	2018/12/14	IOS
10008480	1	2018/12/15	android
10011969	1	2018/12/13	IOS
10023632	1	2018/12/17	android
10035083	1	2018/12/17	android
10075371	1	2018/12/15	IOS
10119137	1	2018/12/13	android
10180235	1	2018/12/18	android
10206751	0	2018/12/17	IOS
10219411	1	2018/12/14	android
10230243	0	2018/12/15	android
10267395	0	2018/12/15	android
10330353	1	2018/12/13	android
10383998	1	2018/12/13	android
10386332	0	2018/12/17	IOS
10403366	0	2018/12/13	android
10432777	1	2018/12/15	android
10457230	1	2018/12/17	android
10486259	1	2018/12/15	android
10507713	0	2018/12/13	android
10555446	1	2018/12/13	IOS
10558669	1	2018/12/12	android
10599161	1	2018/12/15	android
10627867	1	2018/12/15	android
10646633	1	2018/12/13	android
10723476	1	2018/12/15	android
10745628	1	2018/12/17	android
10766885	1	2018/12/16	android
10941068	1	2018/12/13	android
11048909	0	2018/12/17	android
11086004	1	2018/12/13	IOS
11167644	1	2018/12/16	android
11268782	1	2018/12/13	IOS
11276194	1	2018/12/13	android
11293834	1	2018/12/17	android
11305645	0	2018/12/16	android
11324347	1	2018/12/14	android
11337714	1	2018/12/16	android
11460738	0	2018/12/13	android
11465986	0	2018/12/13	android
11470646	1	2018/12/16	IOS
11497030	1	2018/12/17	android
11514759	1	2018/12/17	android
11521895	0	2018/12/13	android
11767188	1	2018/12/13	IOS
11844370	1	2018/12/13	IOS
11863498	0	2018/12/14	android
11986010	0	2018/12/12	android
12048259	1	2018/12/14	IOS
12256511	0	2018/12/13	android
12271502	1	2018/12/17	IOS
12277485	0	2018/12/17	android
12336085	0	2018/12/17	android
12411375	0	2018/12/17	android
12455038	1	2018/12/13	android
12484158	1	2018/12/13	android
12496755	0	2018/12/13	android
12535654	0	2018/12/15	android
12559781	1	2018/12/13	android
12664638	1	2018/12/16	IOS
12712762	1	2018/12/13	android
12745676	0	2018/12/16	android
12902610	1	2018/12/13	IOS
12913992	1	2018/12/16	android
12924184	1	2018/12/14	android
13147945	0	2018/12/14	android
13174605	1	2018/12/18	android
13231475	1	2018/12/17	android
13261910	0	2018/12/17	android
13282068	0	2018/12/13	android
13387888	1	2018/12/16	IOS
13400221	1	2018/12/16	android
13404276	1	2018/12/14	IOS
13512717	0	2018/12/14	IOS
13675190	1	2018/12/17	android
13730905	1	2018/12/12	android
13754002	1	2018/12/13	android
13803844	1	2018/12/18	android
13993064	0	2018/12/15	android
14086807	1	2018/12/13	android
14089915	0	2018/12/13	android
14106743	0	2018/12/16	android
14349846	1	2018/12/14	android
14443577	1	2018/12/15	android
14457669	1	2018/12/16	IOS
14485908	1	2018/12/15	android
14598383	0	2018/12/16	android
14600506	0	2018/12/15	android
14755808	1	2018/12/13	android
14777386	1	2018/12/14	android
14876073	0	2018/12/17	IOS
14957971	1	2018/12/12	IOS
15035625	1	2018/12/17	android
15059353	1	2018/12/17	android
15100024	1	2018/12/13	android
15119427	1	2018/12/15	android
15127902	1	2018/12/15	android
15172088	1	2018/12/15	android
15411801	1	2018/12/16	IOS
15575473	1	2018/12/13	IOS
15695812	1	2018/12/17	android
15873652	1	2018/12/18	android
16005892	1	2018/12/13	android
16077190	1	2018/12/13	IOS
16337409	1	2018/12/13	android
16355058	1	2018/12/13	android
16556662	1	2018/12/13	android
16640475	1	2018/12/16	android
16720417	1	2018/12/14	IOS
17124479	1	2018/12/13	android
17230002	0	2018/12/16	android
17343013	1	2018/12/13	android
17352053	1	2018/12/13	IOS
17387080	1	2018/12/18	IOS
17545650	0	2018/12/12	android
17591418	0	2018/12/15	android
17656653	1	2018/12/16	android
17705870	0	2018/12/13	android
17799187	1	2018/12/16	android
17901837	1	2018/12/13	android
18172396	1	2018/12/17	android
18177897	0	2018/12/16	android
18185488	1	2018/12/18	android
18205455	1	2018/12/14	android
18391311	1	2018/12/15	android
18413032	1	2018/12/17	IOS
18466892	1	2018/12/13	IOS
18678649	1	2018/12/13	android
18718840	1	2018/12/17	IOS
18999823	1	2018/12/14	android
19323076	1	2018/12/14	android
19564181	1	2018/12/18	android
20094398	0	2018/12/13	android
20133254	1	2018/12/18	android
20159892	0	2018/12/17	android
20169711	1	2018/12/15	android
20185162	1	2018/12/17	android
20229583	1	2018/12/15	android
20273272	1	2018/12/13	IOS
20298137	1	2018/12/13	android
20308636	1	2018/12/17	android
20386307	1	2018/12/13	android
20509563	1	2018/12/14	android
20541330	0	2018/12/17	android
20580948	1	2018/12/13	IOS
31393422	1	2018/12/17	android
31427141	1	2018/12/14	android
31471721	1	2018/12/16	android
31604861	1	2018/12/17	android
31665001	1	2018/12/16	android
31684044	1	2018/12/17	android
31768592	0	2018/12/13	android
31794124	0	2018/12/13	android
31800343	1	2018/12/16	android
31869608	1	2018/12/16	android
31873134	1	2018/12/13	android
32119317	1	2018/12/13	android
32228525	1	2018/12/14	IOS
32336492	0	2018/12/17	android
32430021	0	2018/12/16	android
32449753	1	2018/12/15	android
32515491	1	2018/12/17	android
32647490	1	2018/12/17	android
32660732	1	2018/12/13	android
32813917	1	2018/12/17	android
32876637	1	2018/12/12	android
32941347	1	2018/12/14	android
33019547	0	2018/12/12	android
33026529	0	2018/12/17	android
33083059	1	2018/12/17	android
33093590	0	2018/12/13	android
33225754	0	2018/12/15	android
33236817	1	2018/12/17	android
33303255	1	2018/12/17	android
33555339	1	2018/12/15	android
34017120	1	2018/12/17	android
34065040	1	2018/12/17	android
34140560	1	2018/12/13	android
34148636	1	2018/12/13	IOS
34422809	1	2018/12/17	android
34664805	1	2018/12/17	android
34674577	1	2018/12/13	android
